approach,scenario,run,num_leader_failures,orphan_total,rl_successful_realloc,rl_failed_realloc,realloc_rate,rl_new_clusters,rl_realloc_existing
rl2,cenario1_tempo_fixo/310s_20percent,31,2,58,54,4,0.931,2,0
rl2,cenario1_tempo_fixo/310s_20percent,32,1,33,29,4,0.8788,1,0
rl2,cenario1_tempo_fixo/310s_20percent,33,1,20,19,1,0.95,1,0
rl2,cenario1_tempo_fixo/310s_20percent,34,2,41,38,3,0.9268,2,0
rl2,cenario1_tempo_fixo/310s_20percent,35,1,19,17,2,0.8947,1,0
rl2,cenario1_tempo_fixo/310s_30percent,1,3,64,58,6,0.9062,3,0
rl2,cenario1_tempo_fixo/310s_30percent,2,2,41,41,0,1.0,2,0
rl2,cenario1_tempo_fixo/310s_30percent,3,2,31,30,1,0.9677,2,0
rl2,cenario1_tempo_fixo/310s_30percent,4,1,31,29,2,0.9355,1,0
rl2,cenario1_tempo_fixo/310s_30percent,5,2,54,50,4,0.9259,2,0
rl2,cenario1_tempo_fixo/310s_30percent,6,2,38,33,5,0.8684,2,0
rl2,cenario1_tempo_fixo/310s_30percent,7,2,51,49,2,0.9608,2,0
rl2,cenario1_tempo_fixo/310s_30percent,8,2,48,45,3,0.9375,2,0
rl2,cenario1_tempo_fixo/310s_30percent,9,1,30,29,1,0.9667,1,0
rl2,cenario1_tempo_fixo/310s_30percent,10,2,49,47,2,0.9592,2,0
rl2,cenario1_tempo_fixo/310s_30percent,11,3,44,43,1,0.9773,3,0
rl2,cenario1_tempo_fixo/310s_30percent,12,2,29,28,1,0.9655,1,0
rl2,cenario1_tempo_fixo/310s_30percent,13,1,11,10,1,0.9091,1,0
rl2,cenario1_tempo_fixo/310s_30percent,14,2,55,53,2,0.9636,2,0
rl2,cenario1_tempo_fixo/310s_30percent,15,2,41,40,1,0.9756,2,0
rl2,cenario1_tempo_fixo/310s_30percent,16,2,39,38,1,0.9744,2,0
rl2,cenario1_tempo_fixo/310s_30percent,17,2,60,56,4,0.9333,2,0
rl2,cenario1_tempo_fixo/310s_30percent,18,2,30,28,2,0.9333,1,0
rl2,cenario1_tempo_fixo/310s_30percent,19,2,44,42,2,0.9545,2,0
rl2,cenario1_tempo_fixo/310s_30percent,20,1,14,13,1,0.9286,1,0
rl2,cenario1_tempo_fixo/310s_30percent,21,2,43,39,4,0.907,2,0
rl2,cenario1_tempo_fixo/310s_30percent,22,2,32,32,0,1.0,2,0
rl2,cenario1_tempo_fixo/310s_30percent,23,3,58,55,3,0.9483,3,0
rl2,cenario1_tempo_fixo/310s_30percent,24,2,54,49,5,0.9074,2,0
rl2,cenario1_tempo_fixo/310s_30percent,25,2,34,30,4,0.8824,2,0
rl2,cenario1_tempo_fixo/310s_30percent,26,1,28,28,0,1.0,1,0
rl2,cenario1_tempo_fixo/310s_30percent,27,2,36,34,2,0.9444,2,0
rl2,cenario1_tempo_fixo/310s_30percent,28,2,23,21,2,0.913,2,0
rl2,cenario1_tempo_fixo/310s_30percent,29,2,35,32,3,0.9143,2,0
rl2,cenario1_tempo_fixo/310s_30percent,30,2,40,37,3,0.925,2,0
rl2,cenario1_tempo_fixo/310s_30percent,31,3,42,39,3,0.9286,2,0
rl2,cenario1_tempo_fixo/310s_30percent,32,1,21,20,1,0.9524,1,0
rl2,cenario1_tempo_fixo/310s_30percent,33,2,45,43,2,0.9556,2,0
rl2,cenario1_tempo_fixo/310s_30percent,34,3,50,48,2,0.96,3,0
rl2,cenario1_tempo_fixo/310s_30percent,35,3,62,62,0,1.0,3,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,1,1,25,24,1,0.96,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,2,1,15,13,2,0.8667,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,3,1,26,26,0,1.0,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,4,1,31,30,1,0.9677,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,5,1,22,21,1,0.9545,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,6,1,8,8,0,1.0,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,7,1,21,20,1,0.9524,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,8,1,28,24,4,0.8571,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,9,1,28,27,1,0.9643,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,10,1,20,18,2,0.9,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,11,1,25,22,3,0.88,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,12,1,1,0,1,0.0,0,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,13,1,10,9,1,0.9,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,14,1,22,22,0,1.0,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,15,1,16,14,2,0.875,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,16,1,17,17,0,1.0,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,17,1,4,4,0,1.0,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,18,1,18,18,0,1.0,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,19,1,24,23,1,0.9583,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,20,1,8,8,0,1.0,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,21,1,8,7,1,0.875,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,22,1,26,26,0,1.0,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,23,1,21,20,1,0.9524,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,24,1,16,15,1,0.9375,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,25,1,9,9,0,1.0,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,26,1,30,29,1,0.9667,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,27,1,31,28,3,0.9032,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,28,1,20,18,2,0.9,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,29,1,30,29,1,0.9667,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,30,1,32,31,1,0.9688,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,31,1,15,14,1,0.9333,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,32,1,25,24,1,0.96,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,33,1,20,19,1,0.95,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,34,1,31,31,0,1.0,1,0
rl2,cenario2_tempo_aleatorio/180-600s_10percent,35,1,9,9,0,1.0,1,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,1,1,31,27,4,0.871,1,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,2,1,12,10,2,0.8333,1,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,3,1,23,23,0,1.0,1,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,4,2,61,59,2,0.9672,2,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,5,2,47,45,2,0.9574,2,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,6,1,19,18,1,0.9474,1,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,7,1,24,24,0,1.0,1,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,8,2,38,36,2,0.9474,2,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,9,1,19,19,0,1.0,1,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,10,1,16,16,0,1.0,1,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,11,1,33,32,1,0.9697,1,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,12,2,51,51,0,1.0,2,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,13,1,28,28,0,1.0,1,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,14,2,62,59,3,0.9516,2,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,15,2,47,46,1,0.9787,2,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,16,2,18,17,1,0.9444,2,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,17,1,28,27,1,0.9643,1,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,18,1,27,27,0,1.0,1,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,19,1,11,11,0,1.0,1,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,20,2,19,19,0,1.0,2,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,21,2,57,56,1,0.9825,2,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,22,2,52,47,5,0.9038,2,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,23,2,24,23,1,0.9583,1,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,24,2,44,43,1,0.9773,2,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,25,2,53,49,4,0.9245,2,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,26,2,39,36,3,0.9231,2,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,27,1,21,21,0,1.0,1,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,28,1,32,29,3,0.9062,1,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,29,2,45,44,1,0.9778,2,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,30,2,41,39,2,0.9512,2,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,31,2,47,46,1,0.9787,2,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,32,1,27,25,2,0.9259,1,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,33,2,60,58,2,0.9667,2,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,34,2,34,32,2,0.9412,2,0
rl2,cenario2_tempo_aleatorio/180-600s_20percent,35,2,58,55,3,0.9483,2,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,1,2,56,52,4,0.9286,2,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,2,1,31,28,3,0.9032,1,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,3,1,30,30,0,1.0,1,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,4,2,45,45,0,1.0,2,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,5,2,37,35,2,0.9459,2,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,6,1,30,28,2,0.9333,1,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,7,2,41,40,1,0.9756,2,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,8,3,42,42,0,1.0,3,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,9,2,59,57,2,0.9661,2,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,10,1,22,20,2,0.9091,1,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,11,2,31,29,2,0.9355,2,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,12,3,63,62,1,0.9841,3,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,13,2,48,47,1,0.9792,2,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,14,2,22,21,1,0.9545,2,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,15,3,83,81,2,0.9759,3,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,16,1,16,16,0,1.0,1,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,17,2,36,34,2,0.9444,2,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,18,3,47,44,3,0.9362,3,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,19,2,52,49,3,0.9423,2,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,20,2,53,50,3,0.9434,2,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,21,2,49,44,5,0.898,2,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,22,2,25,25,0,1.0,2,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,23,2,55,53,2,0.9636,2,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,24,3,72,67,5,0.9306,3,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,25,3,38,36,2,0.9474,2,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,26,2,33,32,1,0.9697,2,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,27,2,30,30,0,1.0,2,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,28,3,61,59,2,0.9672,3,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,29,2,56,55,1,0.9821,2,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,30,3,75,72,3,0.96,3,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,31,2,29,29,0,1.0,2,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,32,3,65,62,3,0.9538,3,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,33,3,53,48,5,0.9057,3,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,34,3,77,69,8,0.8961,3,0
rl2,cenario2_tempo_aleatorio/180-600s_30percent,35,2,23,22,1,0.9565,1,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,1,2,38,36,2,0.9474,2,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,2,1,23,23,0,1.0,1,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,3,2,26,24,2,0.9231,2,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,4,2,27,23,4,0.8519,1,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,5,3,65,62,3,0.9538,3,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,6,1,23,23,0,1.0,1,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,7,2,43,39,4,0.907,2,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,8,3,89,85,4,0.9551,3,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,9,1,13,13,0,1.0,1,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,10,1,28,27,1,0.9643,1,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,11,1,16,16,0,1.0,1,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,12,1,14,13,1,0.9286,1,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,13,2,52,49,3,0.9423,2,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,14,1,19,19,0,1.0,1,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,15,1,22,21,1,0.9545,1,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,16,1,20,19,1,0.95,1,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,17,2,37,37,0,1.0,2,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,18,3,61,59,2,0.9672,3,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,19,2,51,48,3,0.9412,2,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,20,1,27,25,2,0.9259,1,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,21,2,51,50,1,0.9804,2,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,22,2,36,34,2,0.9444,2,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,23,2,52,49,3,0.9423,2,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,24,1,13,13,0,1.0,1,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,25,1,36,33,3,0.9167,1,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,26,1,17,16,1,0.9412,1,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,27,2,32,31,1,0.9688,2,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,28,1,25,24,1,0.96,1,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,29,2,39,37,2,0.9487,2,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,30,1,30,26,4,0.8667,1,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,31,1,25,23,2,0.92,1,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,32,1,26,26,0,1.0,1,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,33,2,44,41,3,0.9318,2,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,34,1,25,24,1,0.96,1,0
rl2,cenario3_tudo_aleatorio/180-600s_10-30percent,35,1,24,23,1,0.9583,1,0
rl3,cenario1_tempo_fixo/310s_10percent,1,1,19,18,1,0.9474,1,0
rl3,cenario1_tempo_fixo/310s_10percent,2,1,14,14,0,1.0,1,0
rl3,cenario1_tempo_fixo/310s_10percent,3,1,17,14,3,0.8235,1,1
rl3,cenario1_tempo_fixo/310s_10percent,4,1,4,4,0,1.0,1,0
rl3,cenario1_tempo_fixo/310s_10percent,5,1,24,24,0,1.0,1,1
rl3,cenario1_tempo_fixo/310s_10percent,6,1,15,15,0,1.0,1,0
rl3,cenario1_tempo_fixo/310s_10percent,7,1,21,19,2,0.9048,1,0
rl3,cenario1_tempo_fixo/310s_10percent,8,1,33,32,1,0.9697,1,0
rl3,cenario1_tempo_fixo/310s_10percent,9,1,29,28,1,0.9655,1,1
rl3,cenario1_tempo_fixo/310s_10percent,10,1,29,29,0,1.0,1,0
rl3,cenario1_tempo_fixo/310s_10percent,11,1,13,12,1,0.9231,1,0
rl3,cenario1_tempo_fixo/310s_10percent,12,1,17,17,0,1.0,1,0
rl3,cenario1_tempo_fixo/310s_10percent,13,1,14,13,1,0.9286,1,0
rl3,cenario1_tempo_fixo/310s_10percent,14,1,13,12,1,0.9231,1,0
rl3,cenario1_tempo_fixo/310s_10percent,15,1,20,19,1,0.95,1,1
rl3,cenario1_tempo_fixo/310s_10percent,16,1,26,25,1,0.9615,1,1
rl3,cenario1_tempo_fixo/310s_10percent,17,1,11,11,0,1.0,1,0
rl3,cenario1_tempo_fixo/310s_10percent,18,1,27,27,0,1.0,1,1
rl3,cenario1_tempo_fixo/310s_10percent,19,1,11,11,0,1.0,1,1
rl3,cenario1_tempo_fixo/310s_10percent,20,1,30,29,1,0.9667,1,0
rl3,cenario1_tempo_fixo/310s_10percent,21,1,22,22,0,1.0,1,3
rl3,cenario1_tempo_fixo/310s_10percent,22,1,5,5,0,1.0,0,5
rl3,cenario1_tempo_fixo/310s_10percent,23,1,9,8,1,0.8889,0,8
rl3,cenario1_tempo_fixo/310s_10percent,24,1,22,21,1,0.9545,1,2
rl3,cenario1_tempo_fixo/310s_10percent,25,1,23,23,0,1.0,1,0
rl3,cenario1_tempo_fixo/310s_10percent,26,1,19,19,0,1.0,1,0
rl3,cenario1_tempo_fixo/310s_10percent,27,1,32,31,1,0.9688,1,1
rl3,cenario1_tempo_fixo/310s_10percent,28,1,22,22,0,1.0,1,0
rl3,cenario1_tempo_fixo/310s_10percent,29,1,21,20,1,0.9524,1,0
rl3,cenario1_tempo_fixo/310s_10percent,30,1,28,27,1,0.9643,1,2
rl3,cenario1_tempo_fixo/310s_10percent,31,1,4,4,0,1.0,0,4
rl3,cenario1_tempo_fixo/310s_10percent,32,1,23,23,0,1.0,1,0
rl3,cenario1_tempo_fixo/310s_10percent,33,1,24,24,0,1.0,1,0
rl3,cenario1_tempo_fixo/310s_10percent,34,1,6,5,1,0.8333,1,0
rl3,cenario1_tempo_fixo/310s_10percent,35,1,14,14,0,1.0,1,1
rl3,cenario1_tempo_fixo/310s_20percent,1,1,21,17,4,0.8095,1,0
rl3,cenario1_tempo_fixo/310s_20percent,2,1,9,9,0,1.0,1,1
rl3,cenario1_tempo_fixo/310s_20percent,3,1,32,31,1,0.9688,1,2
rl3,cenario1_tempo_fixo/310s_20percent,4,1,8,7,1,0.875,0,7
rl3,cenario1_tempo_fixo/310s_20percent,5,2,47,46,1,0.9787,2,2
rl3,cenario1_tempo_fixo/310s_20percent,6,1,30,29,1,0.9667,1,0
rl3,cenario1_tempo_fixo/310s_20percent,7,1,29,26,3,0.8966,1,1
rl3,cenario1_tempo_fixo/310s_20percent,8,1,34,33,1,0.9706,1,2
rl3,cenario1_tempo_fixo/310s_20percent,9,2,42,41,1,0.9762,1,13
rl3,cenario1_tempo_fixo/310s_20percent,10,2,22,21,1,0.9545,0,21
rl3,cenario1_tempo_fixo/310s_20percent,11,2,37,37,0,1.0,1,24
rl3,cenario1_tempo_fixo/310s_20percent,12,2,39,38,1,0.9744,2,3
rl3,cenario1_tempo_fixo/310s_20percent,13,1,27,26,1,0.963,1,0
rl3,cenario1_tempo_fixo/310s_20percent,14,2,52,47,5,0.9038,2,1
rl3,cenario1_tempo_fixo/310s_20percent,15,1,21,20,1,0.9524,1,2
rl3,cenario1_tempo_fixo/310s_20percent,16,1,31,30,1,0.9677,1,1
rl3,cenario1_tempo_fixo/310s_20percent,17,2,54,54,0,1.0,2,2
rl3,cenario1_tempo_fixo/310s_20percent,18,2,44,43,1,0.9773,2,2
rl3,cenario1_tempo_fixo/310s_20percent,19,1,6,6,0,1.0,1,0
rl3,cenario1_tempo_fixo/310s_20percent,20,1,34,32,2,0.9412,1,2
rl3,cenario1_tempo_fixo/310s_20percent,21,1,18,17,1,0.9444,1,0
rl3,cenario1_tempo_fixo/310s_20percent,22,2,26,25,1,0.9615,2,2
rl3,cenario1_tempo_fixo/310s_20percent,23,1,26,26,0,1.0,1,1
rl3,cenario1_tempo_fixo/310s_20percent,24,1,9,9,0,1.0,0,9
rl3,cenario1_tempo_fixo/310s_20percent,25,2,13,11,2,0.8462,1,0
rl3,cenario1_tempo_fixo/310s_20percent,26,1,15,13,2,0.8667,1,1
rl3,cenario1_tempo_fixo/310s_20percent,27,1,26,25,1,0.9615,1,1
rl3,cenario1_tempo_fixo/310s_20percent,28,1,23,20,3,0.8696,1,0
rl3,cenario1_tempo_fixo/310s_20percent,29,1,14,12,2,0.8571,1,0
rl3,cenario1_tempo_fixo/310s_20percent,30,2,31,31,0,1.0,2,2
rl3,cenario1_tempo_fixo/310s_20percent,31,1,26,24,2,0.9231,1,0
rl3,cenario1_tempo_fixo/310s_20percent,32,2,11,9,2,0.8182,1,0
rl3,cenario1_tempo_fixo/310s_20percent,33,2,50,48,2,0.96,2,1
rl3,cenario1_tempo_fixo/310s_20percent,34,2,53,51,2,0.9623,2,1
rl3,cenario1_tempo_fixo/310s_20percent,35,1,31,27,4,0.871,1,1
rl3,cenario1_tempo_fixo/310s_30percent,1,3,51,50,1,0.9804,3,4
rl3,cenario1_tempo_fixo/310s_30percent,2,2,41,38,3,0.9268,1,29
rl3,cenario1_tempo_fixo/310s_30percent,3,3,57,54,3,0.9474,1,23
rl3,cenario1_tempo_fixo/310s_30percent,4,2,61,55,6,0.9016,2,0
rl3,cenario1_tempo_fixo/310s_30percent,5,2,47,46,1,0.9787,2,0
rl3,cenario1_tempo_fixo/310s_30percent,6,1,14,14,0,1.0,1,0
rl3,cenario1_tempo_fixo/310s_30percent,7,2,40,38,2,0.95,1,11
rl3,cenario1_tempo_fixo/310s_30percent,8,2,43,42,1,0.9767,2,1
rl3,cenario1_tempo_fixo/310s_30percent,9,2,45,44,1,0.9778,2,0
rl3,cenario1_tempo_fixo/310s_30percent,10,2,51,51,0,1.0,2,1
rl3,cenario1_tempo_fixo/310s_30percent,11,2,37,36,1,0.973,2,0
rl3,cenario1_tempo_fixo/310s_30percent,12,2,37,36,1,0.973,2,19
rl3,cenario1_tempo_fixo/310s_30percent,13,2,48,45,3,0.9375,2,1
rl3,cenario1_tempo_fixo/310s_30percent,14,2,53,49,4,0.9245,2,2
rl3,cenario1_tempo_fixo/310s_30percent,15,2,34,30,4,0.8824,1,10
rl3,cenario1_tempo_fixo/310s_30percent,16,2,41,37,4,0.9024,1,14
rl3,cenario1_tempo_fixo/310s_30percent,17,2,27,26,1,0.963,1,11
rl3,cenario1_tempo_fixo/310s_30percent,18,2,39,38,1,0.9744,2,2
rl3,cenario1_tempo_fixo/310s_30percent,19,2,55,55,0,1.0,2,5
rl3,cenario1_tempo_fixo/310s_30percent,20,2,46,45,1,0.9783,2,2
rl3,cenario1_tempo_fixo/310s_30percent,21,2,49,46,3,0.9388,2,1
rl3,cenario1_tempo_fixo/310s_30percent,22,2,45,44,1,0.9778,2,1
rl3,cenario1_tempo_fixo/310s_30percent,23,2,56,52,4,0.9286,1,34
rl3,cenario1_tempo_fixo/310s_30percent,24,2,45,45,0,1.0,2,1
rl3,cenario1_tempo_fixo/310s_30percent,25,1,22,22,0,1.0,1,1
rl3,cenario1_tempo_fixo/310s_30percent,26,2,37,37,0,1.0,2,0
rl3,cenario1_tempo_fixo/310s_30percent,27,2,43,41,2,0.9535,1,11
rl3,cenario1_tempo_fixo/310s_30percent,28,2,25,25,0,1.0,1,16
rl3,cenario1_tempo_fixo/310s_30percent,29,2,50,50,0,1.0,2,1
rl3,cenario1_tempo_fixo/310s_30percent,30,2,47,47,0,1.0,2,3
rl3,cenario1_tempo_fixo/310s_30percent,31,2,35,32,3,0.9143,1,18
rl3,cenario1_tempo_fixo/310s_30percent,32,2,23,22,1,0.9565,2,2
rl3,cenario1_tempo_fixo/310s_30percent,33,2,38,37,1,0.9737,2,1
rl3,cenario1_tempo_fixo/310s_30percent,34,2,47,46,1,0.9787,2,0
rl3,cenario1_tempo_fixo/310s_30percent,35,1,15,13,2,0.8667,1,0
rl3,cenario2_tempo_aleatorio/180-600s_10percent,1,1,28,26,2,0.9286,1,1
rl3,cenario2_tempo_aleatorio/180-600s_10percent,2,1,29,28,1,0.9655,1,2
rl3,cenario2_tempo_aleatorio/180-600s_10percent,3,1,24,24,0,1.0,1,1
rl3,cenario2_tempo_aleatorio/180-600s_10percent,4,1,5,4,1,0.8,1,0
rl3,cenario2_tempo_aleatorio/180-600s_10percent,5,1,21,21,0,1.0,1,0
rl3,cenario2_tempo_aleatorio/180-600s_10percent,6,1,27,26,1,0.963,1,1
rl3,cenario2_tempo_aleatorio/180-600s_10percent,7,1,16,15,1,0.9375,1,1
rl3,cenario2_tempo_aleatorio/180-600s_10percent,8,1,25,24,1,0.96,1,1
rl3,cenario2_tempo_aleatorio/180-600s_10percent,9,1,18,18,0,1.0,1,1
rl3,cenario2_tempo_aleatorio/180-600s_10percent,10,1,15,15,0,1.0,1,0
rl3,cenario2_tempo_aleatorio/180-600s_10percent,11,1,25,25,0,1.0,1,1
rl3,cenario2_tempo_aleatorio/180-600s_10percent,12,1,11,11,0,1.0,1,0
rl3,cenario2_tempo_aleatorio/180-600s_10percent,13,1,4,4,0,1.0,1,0
rl3,cenario2_tempo_aleatorio/180-600s_10percent,14,1,16,14,2,0.875,1,1
rl3,cenario2_tempo_aleatorio/180-600s_10percent,15,1,11,10,1,0.9091,1,0
rl3,cenario2_tempo_aleatorio/180-600s_10percent,16,1,36,33,3,0.9167,1,1
rl3,cenario2_tempo_aleatorio/180-600s_10percent,17,1,26,26,0,1.0,1,1
rl3,cenario2_tempo_aleatorio/180-600s_10percent,18,1,7,7,0,1.0,1,1
rl3,cenario2_tempo_aleatorio/180-600s_10percent,19,1,29,27,2,0.931,1,1
rl3,cenario2_tempo_aleatorio/180-600s_10percent,20,1,19,17,2,0.8947,1,0
rl3,cenario2_tempo_aleatorio/180-600s_10percent,21,1,10,7,3,0.7,1,0
rl3,cenario2_tempo_aleatorio/180-600s_10percent,22,1,31,30,1,0.9677,1,3
rl3,cenario2_tempo_aleatorio/180-600s_10percent,23,1,29,28,1,0.9655,1,0
rl3,cenario2_tempo_aleatorio/180-600s_10percent,24,1,27,27,0,1.0,1,1
